	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	Subtype
TCGA-A2-A25B-01	8.851316225538593	-5.327420151829493	-4.377316993346821	-25.335143715584	15.480042858036791	-3.3356603704334717	-1.0525656929454255	3.888496242564079	-5.289323429972797	7.757626501847394	BRCA_LumB
TCGA-A2-A25C-01	17.839027202333778	19.427204987273253	0.4694488898834421	-11.651317842983605	8.9174925679286	-3.506385777938207	-1.3238448062413886	-3.967026082034173	9.836084812509005	-0.5363238425956673	BRCA_LumB
TCGA-A2-A25D-01	-7.157635574331191	-0.18248631164271406	-22.629135782964678	-8.289258555670841	-9.284034654276867	5.736650146624727	-7.676143022319357	-2.0453318439320594	-18.20929420128691	-1.5968999172668865	BRCA_LumA
TCGA-A2-A25E-01	17.078123458628713	-1.069020241764681	3.3131355207173754	-17.181818749765494	-6.608328084965367	-8.299682991455182	-6.434004664405787	-1.973241293419488	-6.815524377222548	-0.030539082511429276	BRCA_LumB
TCGA-A2-A25F-01	-42.670203920256746	27.313000812565846	-9.950182637142376	-16.99673314671603	-0.5011211607487637	-7.631673950317652	-20.050014221208993	14.716812161341297	-17.114901732317684	-15.754446425413105	BRCA_Basal
TCGA-A2-A3KD-01	13.47781466583125	15.258921095434843	5.9835713557413746	6.522909289094466	-4.571992833682492	-2.896283595351763	-9.281996082957548	-5.557403230673706	14.151199992181565	7.115654506188502	BRCA_LumA
TCGA-A2-A3XT-01	-38.56358818596288	-4.642872159213332	8.738839750317556	-8.792716059484862	-15.069098864172304	9.059117711205218	-0.6302159947514273	5.755916563537724	-4.015070745729309	-1.3127013023737606	BRCA_Basal
TCGA-A2-A3XU-01	-41.14233573857716	-42.494959964782524	7.761730579680048	20.3127188142668	-9.872787812253236	4.893993498516085	-2.9939206103275255	-7.652664281078245	-1.6662947516296922	11.885147923670292	BRCA_Basal
TCGA-A2-A3XV-01	-12.377309296368157	-54.155358962081124	-20.91302049599728	17.040680569501003	11.690548446996361	20.559357967223047	-4.0522649517425515	-21.396840536364813	-15.22595230727365	-7.693724571954366	BRCA_Her2
TCGA-A2-A3XW-01	-13.833393742987562	-13.351369784557434	-9.470958809202884	28.27461864886804	-17.01064785702194	-8.732082509469471	9.133102113507885	0.10829493932814757	-0.6324884681298343	-13.499956303370496	BRCA_Normal
TCGA-A2-A3XX-01	-45.665535351392826	-0.8303517245735755	11.434530226512209	7.780151909095648	-15.780620607692832	-1.070232755988569	14.775664269143098	-2.8469151805835375	5.934471373160765	8.6817968143054	BRCA_Basal
TCGA-A2-A3XZ-01	-19.197435184708166	21.396656069453137	-15.812374239980521	-4.000754300970472	-7.131628697268492	6.958757933110488	13.300332714819497	-13.57691589780125	10.829167639428242	-7.595218375329784	BRCA_Her2
TCGA-A2-A3Y0-01	-51.11281798645129	-13.252391463882518	-4.098714936745715	-0.2553990250172701	-10.912706617870493	6.8840829636509016	17.72805688581942	1.1057802275202275	7.83447998313125	-1.3502549889959914	BRCA_Basal
TCGA-A2-A4S1-01	-22.766184735554695	-29.34346912507452	-2.0016876248353404	7.026449902617404	1.7823816595759432	-1.089748142254456	-10.570609530668687	6.387248072666362	-24.310477872889418	-17.41200507856959	BRCA_Basal
TCGA-A2-A4S2-01	16.77236278547274	21.935462677968776	5.586842279701624	-2.3270557674195818	-7.480252488377173	12.213768314500035	5.806017356693468	8.618682504275165	-0.35658870762338746	-10.504778222187555	BRCA_LumA
TCGA-A2-A4S3-01	-1.9565301113513565	-0.9909532926449277	-7.427717332986038	-13.245679746743086	-0.6105646916998604	-3.995382794309086	20.757441433212506	-1.965044609043473	0.5839437020291736	-6.589714213499076	BRCA_LumB
TCGA-A7-A0CD-01	22.47883831632718	-12.707800355507466	0.4836256521839005	-5.652068511371503	-5.248762411429939	-2.8244950983765897	-13.85871360933593	-0.9402833901788776	-3.194975445472343	15.895012827918526	BRCA_LumA
TCGA-A7-A0CE-01	-30.369433728235418	-5.048892874013149	25.217276272412054	7.148152544487619	-7.324465729900092	-6.184324867205601	0.8468547750724255	-2.681114963092355	5.13904533216886	1.4889255277751634	BRCA_Basal
TCGA-A7-A0CG-01	-3.27468627065528	32.91222960442968	-9.125071328335672	8.645965449033513	10.076500431997127	1.650926884888818	-13.63279118658659	-12.558340985909405	1.868524653802093	-4.210187983666067	BRCA_LumA
TCGA-A7-A0CH-01	28.98939761575523	-1.69368873940889	12.401567496853115	9.746081627819898	13.087945836470418	15.268749955478638	-5.903197483430702	6.862004582057117	5.938016589560285	5.5957358031874795	BRCA_LumA
